L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.85529,1.05517,1.051351,1.020571,0.721749,0.934175,0.935781,0.913541,0.565845,0.585825,0.634081,0.679133,0.448746,0.480035,0.440548,0.387389,0.119089,0.070034,0.08087,0.05837,0.078455,0.058841,0.064667,0.049381
0.864423,1.065207,1.061354,1.031127,0.718101,0.930514,0.932113,0.909855,0.566946,0.586364,0.634603,0.679831,0.448812,0.480017,0.440548,0.387386,0.115712,0.069974,0.080873,0.057993,0.078513,0.058764,0.064598,0.049356
0.873584,1.075181,1.071292,1.041603,0.714456,0.92685,0.928448,0.906171,0.568013,0.586889,0.635111,0.680508,0.448877,0.480001,0.440549,0.387384,0.112528,0.070013,0.080973,0.057728,0.078576,0.058684,0.064529,0.049331
0.882762,1.085088,1.081158,1.05199,0.710814,0.923183,0.924786,0.902487,0.569042,0.587397,0.635603,0.681159,0.448941,0.479987,0.440551,0.387383,0.109537,0.070158,0.081174,0.057575,0.078645,0.058601,0.064459,0.049303
0.891946,1.09492,1.090947,1.062282,0.707176,0.919515,0.921127,0.898805,0.57003,0.587885,0.636075,0.681781,0.449005,0.479978,0.440554,0.387382,0.106741,0.070415,0.081483,0.057536,0.078717,0.058515,0.064389,0.049274
0.901123,1.10467,1.100653,1.072471,0.703541,0.915847,0.917473,0.895124,0.570973,0.588353,0.636525,0.682372,0.449068,0.479972,0.440558,0.387382,0.104139,0.070791,0.081905,0.057614,0.078794,0.058426,0.064318,0.049242
0.910278,1.11433,1.110269,1.082552,0.699911,0.912179,0.913821,0.891445,0.571867,0.588798,0.63695,0.682928,0.44913,0.479968,0.440561,0.387383,0.101729,0.071295,0.082448,0.05781,0.078876,0.058336,0.064246,0.049209
0.919398,1.123891,1.119788,1.092519,0.696283,0.908514,0.910171,0.887767,0.572711,0.589217,0.637349,0.683445,0.449191,0.479966,0.440565,0.387383,0.099508,0.071932,0.083119,0.058128,0.078961,0.058245,0.064174,0.049174
0.92847,1.133343,1.129201,1.102365,0.692659,0.904851,0.906523,0.884092,0.573501,0.589607,0.637719,0.683921,0.44925,0.479964,0.440568,0.387384,0.097473,0.07271,0.083923,0.058569,0.07905,0.058154,0.064101,0.049138
0.937479,1.142677,1.138499,1.112084,0.689038,0.90119,0.902877,0.880418,0.574234,0.589964,0.638058,0.684351,0.449309,0.479962,0.440571,0.387384,0.095619,0.073636,0.084864,0.059134,0.079142,0.058064,0.064028,0.049101
0.946412,1.151881,1.147672,1.121667,0.685419,0.897533,0.89923,0.876745,0.574908,0.590287,0.638365,0.684733,0.449366,0.479959,0.440574,0.387382,0.093941,0.074716,0.085946,0.059822,0.079238,0.057976,0.063953,0.049062
0.955253,1.160945,1.156707,1.131106,0.681803,0.893878,0.895584,0.873074,0.575523,0.590571,0.638638,0.685064,0.449421,0.479955,0.440577,0.38738,0.092433,0.075954,0.087169,0.060634,0.079336,0.057889,0.063879,0.049023
0.963989,1.169856,1.165594,1.140393,0.678187,0.890228,0.891939,0.869405,0.576077,0.590814,0.638875,0.685342,0.449475,0.479949,0.440577,0.387375,0.091089,0.077354,0.088532,0.061565,0.079438,0.057806,0.063804,0.048984
0.972605,1.178602,1.174317,1.149518,0.674572,0.88658,0.888294,0.865736,0.576572,0.591013,0.639075,0.685563,0.449527,0.47994,0.440577,0.387369,0.089903,0.078916,0.090034,0.062613,0.079542,0.057726,0.063729,0.048945
0.981086,1.18717,1.182866,1.158472,0.670958,0.882937,0.88465,0.862068,0.577008,0.591167,0.639236,0.685727,0.449578,0.479929,0.440574,0.387361,0.088865,0.08064,0.091669,0.063773,0.07965,0.057651,0.063654,0.048905
0.989415,1.195545,1.191226,1.167245,0.667345,0.879299,0.881007,0.8584,0.577388,0.591272,0.639356,0.68583,0.449627,0.479913,0.440569,0.387351,0.08797,0.082521,0.093431,0.065039,0.079761,0.057581,0.063579,0.048866
0.997579,1.203713,1.199384,1.175826,0.663732,0.875664,0.877365,0.854733,0.577716,0.591328,0.639434,0.685874,0.449675,0.479895,0.440562,0.38734,0.087209,0.084552,0.095312,0.066404,0.079875,0.057516,0.063503,0.048826
1.00556,1.211661,1.207326,1.184207,0.66012,0.872033,0.873726,0.851067,0.577998,0.591331,0.639468,0.685855,0.449721,0.479875,0.440552,0.387328,0.086573,0.086724,0.0973,0.06786,0.079995,0.057456,0.063428,0.048786
1.013342,1.219374,1.215039,1.192377,0.65651,0.868407,0.870088,0.847401,0.578241,0.591281,0.639455,0.685773,0.449765,0.479853,0.44054,0.387315,0.086054,0.089022,0.09938,0.069397,0.080119,0.057399,0.063351,0.048745
1.020908,1.22684,1.222509,1.200327,0.652902,0.864784,0.866452,0.843736,0.578452,0.591175,0.639393,0.685629,0.449809,0.47983,0.440526,0.387301,0.085645,0.091432,0.101536,0.071007,0.080249,0.057347,0.063274,0.048703
1.028241,1.234045,1.229725,1.208046,0.649296,0.861165,0.86282,0.840073,0.578642,0.591012,0.639281,0.685421,0.44985,0.479807,0.440509,0.387286,0.085336,0.093934,0.10375,0.072678,0.080388,0.057298,0.063195,0.048661
1.035325,1.240977,1.236675,1.215525,0.645693,0.85755,0.85919,0.83641,0.578819,0.590791,0.639115,0.685152,0.449891,0.479784,0.44049,0.387272,0.085119,0.096507,0.106003,0.074399,0.080535,0.05725,0.063116,0.048617
1.042146,1.247624,1.243349,1.222754,0.642095,0.853939,0.855564,0.83275,0.578989,0.590511,0.638894,0.684821,0.449931,0.479761,0.440469,0.387257,0.084984,0.099129,0.108276,0.076157,0.080692,0.057204,0.063035,0.048572
1.048691,1.253976,1.24974,1.229721,0.638502,0.850332,0.851941,0.829091,0.579159,0.590171,0.638616,0.684431,0.44997,0.47974,0.440447,0.387243,0.084923,0.101775,0.110553,0.077939,0.080862,0.057159,0.062952,0.048526
1.054947,1.260023,1.255839,1.236416,0.634914,0.84673,0.848323,0.825434,0.579331,0.58977,0.638279,0.683984,0.450009,0.47972,0.440423,0.387229,0.084923,0.104421,0.112814,0.079732,0.081046,0.057113,0.062867,0.048479
1.060905,1.265755,1.261639,1.242829,0.631333,0.843133,0.844709,0.82178,0.579508,0.58931,0.637884,0.683481,0.450047,0.479701,0.440397,0.387216,0.084973,0.107046,0.115045,0.081523,0.081246,0.057066,0.062782,0.04843
1.066552,1.271163,1.267133,1.248949,0.62776,0.83954,0.841101,0.818128,0.57969,0.58879,0.637428,0.682925,0.450084,0.479683,0.440369,0.387203,0.08506,0.109624,0.117228,0.083298,0.081463,0.057018,0.062695,0.04838
1.071879,1.276239,1.272315,1.254763,0.624194,0.835952,0.837498,0.814478,0.579878,0.58821,0.636912,0.682318,0.45012,0.479666,0.440339,0.38719,0.08517,0.112136,0.119349,0.085045,0.0817,0.056968,0.062607,0.048329
1.076876,1.280975,1.277178,1.260262,0.620638,0.832369,0.833902,0.810832,0.580068,0.587572,0.636337,0.681664,0.450155,0.47965,0.440307,0.387178,0.085288,0.114559,0.121394,0.086749,0.081958,0.056917,0.062518,0.048277
1.081534,1.285365,1.281714,1.265434,0.617091,0.82879,0.830311,0.807188,0.580259,0.586878,0.635703,0.680964,0.450188,0.479634,0.440274,0.387164,0.085399,0.116876,0.123348,0.088397,0.08224,0.056865,0.062428,0.048225
1.085844,1.2894,1.285918,1.270267,0.613554,0.825215,0.826727,0.803548,0.580446,0.586129,0.635011,0.680221,0.450217,0.479619,0.440239,0.38715,0.085489,0.119067,0.125199,0.089975,0.082547,0.056813,0.062337,0.048171
1.089799,1.293077,1.289781,1.274753,0.610028,0.821644,0.823148,0.799912,0.580627,0.585327,0.634263,0.679435,0.450242,0.479604,0.440203,0.387132,0.085541,0.121115,0.126932,0.091466,0.08288,0.056759,0.062245,0.048117
1.093392,1.29639,1.293299,1.278881,0.606512,0.818077,0.819575,0.796279,0.580796,0.584473,0.63346,0.678608,0.450262,0.479588,0.440166,0.387112,0.085543,0.123005,0.128532,0.092855,0.083242,0.056706,0.062151,0.048061
1.096615,1.299335,1.296465,1.282643,0.603006,0.814512,0.816006,0.792649,0.580951,0.583572,0.632605,0.677741,0.450274,0.479571,0.440128,0.387088,0.085482,0.124722,0.129987,0.094123,0.083634,0.056655,0.062056,0.048004
1.099463,1.30191,1.299274,1.286031,0.599511,0.81095,0.812441,0.789021,0.581086,0.582624,0.631699,0.676832,0.450278,0.479552,0.440088,0.387061,0.085347,0.126251,0.131282,0.095253,0.084058,0.056605,0.061959,0.047944
1.101932,1.304112,1.301724,1.28904,0.596027,0.80739,0.80888,0.785394,0.581198,0.581631,0.630745,0.675881,0.450271,0.47953,0.440047,0.387031,0.085131,0.127579,0.132402,0.096227,0.084514,0.056559,0.061862,0.047882
1.104016,1.305941,1.303812,1.291664,0.592553,0.803831,0.805322,0.781768,0.581282,0.580596,0.629744,0.674888,0.450251,0.479504,0.440004,0.386997,0.084829,0.128694,0.133334,0.097029,0.085003,0.056516,0.061764,0.047816
1.105716,1.307399,1.305537,1.293901,0.589091,0.800275,0.801767,0.778143,0.581336,0.57952,0.628698,0.673852,0.450217,0.479475,0.439959,0.38696,0.084437,0.129584,0.134064,0.097644,0.085528,0.056478,0.061665,0.047746
1.107029,1.308489,1.306902,1.29575,0.58564,0.796721,0.798215,0.774517,0.581355,0.578402,0.627607,0.672772,0.450168,0.479442,0.43991,0.386919,0.083957,0.130241,0.134582,0.098057,0.086088,0.056445,0.061568,0.047674
1.107958,1.309214,1.30791,1.297212,0.5822,0.793168,0.794666,0.770892,0.581336,0.577243,0.626472,0.671648,0.450101,0.479402,0.439857,0.386873,0.08339,0.130655,0.134877,0.098259,0.086686,0.056418,0.061471,0.047597
1.108507,1.309583,1.308567,1.29829,0.578772,0.789618,0.791119,0.767267,0.581278,0.576042,0.625291,0.670479,0.450016,0.479357,0.439799,0.386824,0.082743,0.130819,0.13494,0.098239,0.087321,0.056396,0.061377,0.047518
1.108682,1.309604,1.308882,1.298991,0.575358,0.786069,0.787576,0.763644,0.581179,0.574797,0.624063,0.669264,0.449912,0.479305,0.439735,0.386771,0.082025,0.130728,0.134767,0.097995,0.087996,0.05638,0.061284,0.047436
1.108493,1.309289,1.308867,1.299325,0.571957,0.782523,0.784037,0.760024,0.581036,0.573505,0.622785,0.668001,0.449788,0.479246,0.439666,0.386714,0.081247,0.130378,0.134354,0.097523,0.08871,0.05637,0.061195,0.047352
1.107952,1.308654,1.308536,1.299303,0.56857,0.778979,0.780503,0.756407,0.580849,0.572164,0.621454,0.66669,0.449642,0.47918,0.439591,0.386654,0.080424,0.129769,0.133702,0.096827,0.089466,0.056366,0.06111,0.047267
1.107075,1.307714,1.307906,1.298943,0.565199,0.775438,0.776974,0.752795,0.580617,0.570771,0.620067,0.665329,0.449475,0.479109,0.439509,0.386591,0.079574,0.128902,0.132813,0.095914,0.090264,0.056366,0.061028,0.047182
1.105882,1.306492,1.307,1.298263,0.561844,0.771899,0.77345,0.74919,0.580342,0.569322,0.618621,0.663918,0.449286,0.479031,0.439421,0.386527,0.078713,0.12778,0.131695,0.094791,0.091105,0.056372,0.06095,0.047098
1.104397,1.305011,1.30584,1.297287,0.558507,0.768363,0.769933,0.745591,0.580022,0.567816,0.617111,0.662459,0.449076,0.478947,0.439326,0.386461,0.077865,0.126408,0.130357,0.093474,0.091991,0.056383,0.060877,0.047016
1.102648,1.303296,1.304454,1.296039,0.555187,0.76483,0.766422,0.741999,0.57966,0.566251,0.615538,0.660952,0.448846,0.478857,0.439225,0.386393,0.077048,0.124797,0.128809,0.091978,0.092922,0.056397,0.060809,0.046936
1.100664,1.301378,1.302872,1.29455,0.551887,0.7613,0.762919,0.738414,0.579256,0.564627,0.6139,0.6594,0.448595,0.478763,0.439117,0.386323,0.076286,0.122955,0.127068,0.090321,0.093901,0.056416,0.060746,0.046859
1.098481,1.299287,1.301125,1.29285,0.548606,0.757773,0.759424,0.734837,0.578811,0.562947,0.612198,0.657807,0.448324,0.478664,0.439003,0.38625,0.075597,0.120898,0.125149,0.088526,0.094928,0.056438,0.060689,0.046785
1.096134,1.297057,1.299245,1.29097,0.545347,0.75425,0.755937,0.731266,0.578326,0.561215,0.610437,0.65618,0.448035,0.478561,0.438883,0.386174,0.075001,0.11864,0.12307,0.086615,0.096005,0.056464,0.060639,0.046714
1.093661,1.294719,1.297263,1.288943,0.542112,0.750731,0.752459,0.727701,0.577803,0.559437,0.608624,0.654527,0.44773,0.478454,0.438757,0.386095,0.074509,0.116199,0.120851,0.084609,0.097134,0.056493,0.060595,0.046648
1.091097,1.292305,1.29521,1.2868,0.5389,0.747216,0.748991,0.724145,0.577243,0.557625,0.606767,0.652856,0.447408,0.478342,0.438626,0.386012,0.07413,0.113596,0.118513,0.082534,0.098316,0.056524,0.060559,0.046586
1.088476,1.289843,1.293112,1.284567,0.535716,0.743707,0.745533,0.720595,0.576648,0.555792,0.60488,0.651181,0.447073,0.478227,0.43849,0.385925,0.073869,0.110849,0.116076,0.080409,0.099552,0.056558,0.06053,0.046528
1.085827,1.287356,1.29099,1.282266,0.532561,0.740203,0.742086,0.717053,0.576022,0.553954,0.602979,0.649516,0.446727,0.478108,0.438349,0.385835,0.073725,0.107981,0.113558,0.078254,0.100846,0.056595,0.060508,0.046477
1.08317,1.284864,1.28886,1.279917,0.529437,0.736706,0.738651,0.713521,0.575372,0.552128,0.601082,0.647878,0.446371,0.477987,0.438205,0.385742,0.073694,0.105014,0.110978,0.076089,0.102198,0.056634,0.060494,0.046432
1.080522,1.282379,1.286731,1.27753,0.526348,0.733217,0.735229,0.709997,0.574705,0.550336,0.599209,0.646283,0.44601,0.477865,0.438058,0.385648,0.073768,0.10197,0.108356,0.07393,0.10361,0.056675,0.060487,0.046394
1.077889,1.279907,1.284607,1.275114,0.523295,0.729736,0.73182,0.706484,0.57403,0.548598,0.597382,0.644752,0.445646,0.477742,0.43791,0.385554,0.073936,0.098874,0.105708,0.071792,0.105086,0.056718,0.060487,0.046365
1.075275,1.277451,1.282486,1.272671,0.520284,0.726264,0.728425,0.702982,0.573356,0.546934,0.595621,0.643303,0.445284,0.477621,0.437761,0.385461,0.074187,0.09575,0.103054,0.069691,0.106626,0.056761,0.060492,0.046346
1.072676,1.275008,1.280362,1.270201,0.517316,0.722802,0.725046,0.699491,0.572694,0.545363,0.593947,0.641952,0.444926,0.477504,0.437613,0.38537,0.074506,0.092627,0.100415,0.067643,0.108235,0.056806,0.060503,0.046337
1.070085,1.272572,1.278227,1.267699,0.514396,0.71935,0.721683,0.696014,0.572052,0.543902,0.592378,0.640715,0.444578,0.477392,0.437468,0.385283,0.074881,0.089534,0.097813,0.065663,0.109914,0.056853,0.060517,0.046342
1.067493,1.270134,1.276069,1.265163,0.511529,0.715911,0.718335,0.69255,0.571439,0.542564,0.590929,0.639601,0.444241,0.477286,0.437327,0.385201,0.075295,0.086502,0.09527,0.063768,0.111667,0.0569,0.060534,0.04636
1.064887,1.267686,1.273876,1.262585,0.508718,0.712485,0.715003,0.689102,0.570861,0.541358,0.589611,0.638618,0.443921,0.477188,0.43719,0.385126,0.075735,0.083561,0.092808,0.061972,0.113497,0.056948,0.060552,0.046395
1.062256,1.265215,1.271635,1.25996,0.50597,0.709073,0.711687,0.685671,0.570325,0.54029,0.58843,0.637769,0.44362,0.477098,0.437059,0.385059,0.076186,0.080741,0.09045,0.060291,0.115407,0.056999,0.060572,0.046446
1.059588,1.262712,1.269334,1.257282,0.50329,0.705678,0.708386,0.682258,0.569835,0.539358,0.587389,0.637051,0.443342,0.477018,0.436936,0.385001,0.076636,0.078072,0.088219,0.058736,0.117402,0.057053,0.06059,0.046518
1.056869,1.260164,1.266962,1.254547,0.500683,0.7023,0.7051,0.678864,0.569393,0.53856,0.586486,0.636458,0.44309,0.476948,0.436821,0.384953,0.077073,0.075582,0.086133,0.05732,0.119486,0.057109,0.060607,0.04661
1.054091,1.257564,1.264509,1.251748,0.498157,0.698942,0.70183,0.675491,0.569002,0.53789,0.585718,0.635983,0.442867,0.476887,0.436716,0.384916,0.077487,0.073294,0.084212,0.05605,0.121662,0.057171,0.060621,0.046724
1.051244,1.254901,1.261965,1.248882,0.495717,0.695604,0.698576,0.67214,0.568661,0.537337,0.585077,0.635614,0.442676,0.476837,0.436623,0.384891,0.07787,0.071228,0.082466,0.054931,0.123936,0.057238,0.060633,0.046864
1.048322,1.25217,1.259326,1.245945,0.493371,0.69229,0.695338,0.668813,0.56837,0.536895,0.584557,0.63534,0.442522,0.476796,0.436544,0.384879,0.078218,0.069395,0.080906,0.053962,0.126312,0.057312,0.060643,0.04703
1.045322,1.249366,1.256587,1.242935,0.491127,0.689,0.692119,0.665509,0.568128,0.536553,0.584149,0.635152,0.442405,0.476765,0.436479,0.38488,0.078527,0.0678,0.079532,0.053137,0.128795,0.057396,0.060653,0.047224
1.042241,1.246485,1.253747,1.239852,0.488992,0.685738,0.68892,0.66223,0.567935,0.536302,0.583846,0.635039,0.44233,0.476744,0.43643,0.384894,0.078797,0.06644,0.078342,0.052448,0.131388,0.057491,0.060666,0.047449
1.039081,1.243528,1.250809,1.236697,0.486974,0.682506,0.685747,0.658976,0.56779,0.536132,0.583638,0.634992,0.442297,0.476732,0.436398,0.384923,0.079028,0.065305,0.077325,0.051882,0.134097,0.0576,0.060687,0.047707
1.035843,1.240493,1.247775,1.233473,0.485082,0.679308,0.682602,0.65575,0.567692,0.536035,0.583514,0.635002,0.442308,0.476728,0.436385,0.384965,0.079225,0.064376,0.076469,0.051425,0.136926,0.057726,0.060723,0.048001
1.032532,1.237384,1.244652,1.230183,0.483324,0.676147,0.679491,0.652552,0.567639,0.535998,0.583462,0.635058,0.442366,0.476733,0.436391,0.38502,0.07939,0.063634,0.075756,0.051062,0.139877,0.057872,0.06078,0.048332
1.029153,1.234202,1.241446,1.226834,0.481709,0.673027,0.676419,0.649383,0.567628,0.536012,0.583471,0.635151,0.44247,0.476744,0.436416,0.385087,0.079529,0.063055,0.075169,0.050777,0.142953,0.058042,0.060866,0.048704
1.025714,1.230953,1.238165,1.22343,0.480244,0.669953,0.673391,0.646244,0.567654,0.536065,0.583528,0.635274,0.442621,0.47676,0.43646,0.385164,0.079645,0.062615,0.07469,0.050557,0.146157,0.058241,0.060989,0.049121
1.022221,1.227642,1.234817,1.219978,0.478938,0.666928,0.670411,0.643138,0.567714,0.536149,0.583624,0.635417,0.442817,0.476781,0.436522,0.38525,0.079743,0.062294,0.074301,0.050389,0.14949,0.058473,0.061151,0.049586
1.018682,1.224275,1.231412,1.216484,0.477797,0.663957,0.66748,0.640066,0.567801,0.536254,0.583747,0.635575,0.443056,0.476803,0.436598,0.385344,0.079827,0.062068,0.073986,0.05026,0.152953,0.058745,0.061358,0.050102
1.015106,1.220861,1.227958,1.212954,0.476829,0.661046,0.664602,0.637028,0.567909,0.536373,0.583889,0.635739,0.443338,0.476826,0.436685,0.385442,0.079901,0.061918,0.073729,0.050162,0.156545,0.059062,0.06161,0.050673
1.0115,1.217405,1.224463,1.209394,0.476039,0.658198,0.661778,0.634027,0.568032,0.536497,0.584041,0.635906,0.443657,0.476845,0.436779,0.385545,0.079968,0.061827,0.073517,0.050085,0.160265,0.059431,0.06191,0.051304
1.007871,1.213915,1.220934,1.205811,0.475434,0.655419,0.65901,0.631063,0.568164,0.536622,0.584196,0.636069,0.44401,0.476859,0.436874,0.385649,0.08003,0.061781,0.073339,0.050023,0.164111,0.059857,0.062259,0.051997
1.004227,1.210398,1.217381,1.20221,0.475019,0.652714,0.656301,0.628135,0.568298,0.536741,0.584348,0.636225,0.444393,0.476865,0.436963,0.385754,0.080089,0.061765,0.073186,0.04997,0.16808,0.060348,0.062657,0.052756
1.000572,1.206859,1.213808,1.198594,0.474799,0.650089,0.653653,0.625244,0.56843,0.536851,0.584493,0.636371,0.444798,0.476859,0.43704,0.385859,0.080147,0.061769,0.073048,0.049923,0.172167,0.060909,0.063108,0.053583
0.996912,1.203306,1.210221,1.194969,0.474778,0.647548,0.65107,0.622389,0.568555,0.536949,0.584626,0.636505,0.445223,0.476838,0.437101,0.385965,0.080205,0.061786,0.072921,0.049878,0.176367,0.061545,0.063612,0.054481
0.99325,1.199742,1.206626,1.191338,0.474959,0.645097,0.648556,0.61957,0.568671,0.537033,0.584745,0.636624,0.44566,0.4768,0.437141,0.386072,0.080263,0.061808,0.072799,0.049832,0.180674,0.06226,0.064174,0.055453
0.98959,1.196172,1.203025,1.187703,0.475347,0.642742,0.646115,0.616787,0.568775,0.537103,0.58485,0.63673,0.446105,0.476742,0.437155,0.386179,0.080321,0.061831,0.072677,0.049784,0.18508,0.063058,0.064796,0.056502
0.985935,1.192598,1.199421,1.184067,0.475944,0.640488,0.643751,0.61404,0.568866,0.537157,0.584939,0.636822,0.446554,0.476662,0.437141,0.386289,0.08038,0.061851,0.072553,0.049732,0.189577,0.06394,0.065482,0.057628
0.982286,1.189024,1.195818,1.180433,0.476753,0.638341,0.641471,0.611334,0.568945,0.537197,0.585015,0.6369,0.447004,0.476559,0.437095,0.386402,0.08044,0.061865,0.072424,0.049675,0.194155,0.064907,0.066233,0.058836
0.978643,1.18545,1.192216,1.176801,0.477774,0.636306,0.639281,0.608672,0.569012,0.537222,0.585078,0.636967,0.447452,0.476431,0.437016,0.38652,0.080501,0.061874,0.072289,0.049612,0.198805,0.065957,0.067054,0.060128
0.975009,1.181879,1.188617,1.173174,0.47901,0.634389,0.637189,0.606062,0.569069,0.537234,0.58513,0.637024,0.447898,0.476277,0.436902,0.386644,0.080561,0.061876,0.072146,0.049544,0.203514,0.067087,0.067946,0.061506
0.971383,1.178311,1.185022,1.169551,0.48046,0.632595,0.635202,0.603515,0.569117,0.537236,0.585174,0.637073,0.448343,0.476098,0.436753,0.386773,0.080622,0.061872,0.071996,0.049468,0.208271,0.068294,0.06891,0.062973
0.967764,1.174747,1.181431,1.165934,0.482125,0.630932,0.63333,0.601043,0.569161,0.53723,0.58521,0.637118,0.448788,0.475893,0.436569,0.38691,0.080682,0.061862,0.071839,0.049386,0.213061,0.069572,0.069949,0.064532
0.964153,1.171185,1.177843,1.162323,0.484001,0.629408,0.631583,0.598661,0.569202,0.537218,0.585243,0.637159,0.449238,0.475664,0.43635,0.387055,0.080742,0.061848,0.071675,0.049298,0.217871,0.070914,0.071063,0.066184
0.960548,1.167624,1.174259,1.158716,0.486088,0.628032,0.629975,0.596386,0.569243,0.537202,0.585272,0.637201,0.449698,0.47541,0.436095,0.387205,0.0808,0.061832,0.071507,0.049203,0.222682,0.072314,0.072253,0.067931
0.956947,1.164065,1.170675,1.155114,0.488378,0.626817,0.628518,0.594237,0.569286,0.537184,0.585302,0.637244,0.450172,0.475133,0.435807,0.387362,0.080857,0.061813,0.071334,0.049103,0.227477,0.073763,0.073516,0.069772
0.95335,1.160505,1.167092,1.151515,0.490865,0.625774,0.627229,0.592235,0.569333,0.537167,0.585332,0.63729,0.450669,0.474831,0.435485,0.387521,0.080911,0.061794,0.071158,0.048997,0.232236,0.075254,0.074852,0.071706
0.949755,1.156943,1.163508,1.147919,0.493541,0.62492,0.626125,0.590405,0.569386,0.537152,0.585365,0.637341,0.451196,0.474507,0.43513,0.387681,0.080964,0.061775,0.070981,0.048888,0.236934,0.076779,0.076257,0.07373
0.94616,1.153378,1.159921,1.144323,0.496391,0.624273,0.625226,0.588775,0.569444,0.53714,0.5854,0.637396,0.451762,0.474157,0.434744,0.387836,0.081014,0.061757,0.070803,0.048775,0.241548,0.078329,0.077727,0.075838
0.942565,1.149808,1.15633,1.140726,0.499402,0.623852,0.624553,0.587371,0.569508,0.537131,0.585439,0.637457,0.452377,0.473781,0.434326,0.38798,0.081062,0.06174,0.070626,0.048661,0.246049,0.079895,0.079256,0.078023
0.938969,1.146233,1.152734,1.137127,0.502555,0.623681,0.624127,0.586228,0.569578,0.537125,0.58548,0.637521,0.453048,0.473376,0.433877,0.388107,0.081108,0.061726,0.070451,0.048545,0.250407,0.081471,0.080836,0.080274
0.93537,1.142651,1.149133,1.133524,0.50583,0.623788,0.623973,0.585376,0.569653,0.537124,0.585524,0.637589,0.453784,0.472937,0.433394,0.388206,0.081152,0.061712,0.070279,0.048429,0.254591,0.08305,0.082463,0.082581
0.931767,1.139062,1.145526,1.129917,0.509208,0.624201,0.624119,0.584849,0.569732,0.537125,0.585569,0.63766,0.454594,0.472459,0.432875,0.388269,0.081194,0.0617,0.070113,0.048313,0.25857,0.084627,0.084129,0.084927
0.928161,1.135466,1.141913,1.126304,0.512665,0.624951,0.624589,0.584682,0.569814,0.53713,0.585616,0.637733,0.455482,0.471935,0.432315,0.388285,0.081235,0.061689,0.069951,0.048199,0.262312,0.086195,0.085829,0.087298
0.924551,1.131862,1.138294,1.122685,0.516184,0.62607,0.62541,0.584907,0.569897,0.537137,0.585662,0.637806,0.456451,0.471359,0.431711,0.388245,0.081276,0.061679,0.069796,0.048086,0.265786,0.087752,0.087554,0.089674
0.920938,1.128251,1.134669,1.11906,0.519749,0.627585,0.626608,0.585552,0.569981,0.537145,0.585708,0.637878,0.4575,0.470725,0.431059,0.38814,0.081318,0.061669,0.069648,0.047975,0.268968,0.089291,0.089297,0.092037
0.917321,1.124633,1.131038,1.115429,0.523347,0.629517,0.628205,0.586643,0.570064,0.537155,0.585753,0.637949,0.458626,0.470029,0.430357,0.387965,0.081359,0.061659,0.069506,0.047866,0.271836,0.090805,0.091048,0.094364
0.913701,1.12101,1.127402,1.111791,0.526974,0.631882,0.630218,0.588196,0.570147,0.537165,0.585795,0.638017,0.459822,0.46927,0.429604,0.387716,0.081402,0.061648,0.06937,0.047759,0.274372,0.092284,0.092792,0.096633
0.910078,1.117382,1.123761,1.108148,0.53063,0.634685,0.632657,0.59022,0.570227,0.537175,0.585836,0.638082,0.461074,0.46845,0.428801,0.387394,0.081446,0.061636,0.06924,0.047656,0.276564,0.093716,0.094514,0.098821
0.906453,1.113749,1.120117,1.1045,0.534321,0.637923,0.635527,0.592717,0.570305,0.537184,0.585873,0.638143,0.46237,0.467575,0.427954,0.387,0.081492,0.061623,0.069117,0.047555,0.278405,0.095082,0.096194,0.100904
0.902825,1.110112,1.116471,1.100847,0.538056,0.641586,0.638824,0.595683,0.57038,0.537192,0.585908,0.638201,0.463691,0.466654,0.427068,0.38654,0.08154,0.061608,0.068999,0.047458,0.279891,0.096366,0.097809,0.102855
0.899195,1.106473,1.112822,1.097191,0.541848,0.645659,0.64254,0.599107,0.570451,0.537198,0.585939,0.638254,0.46502,0.465696,0.426156,0.386023,0.08159,0.061591,0.068889,0.047365,0.281022,0.097549,0.099334,0.104653
0.895562,1.102831,1.109171,1.093531,0.545712,0.650124,0.646661,0.602974,0.570519,0.537203,0.585966,0.638302,0.466337,0.464716,0.425228,0.385455,0.081642,0.061572,0.068785,0.047277,0.281802,0.098612,0.100746,0.106274
0.891927,1.099186,1.105518,1.089869,0.549661,0.654963,0.651172,0.607269,0.570583,0.537207,0.585989,0.638345,0.467622,0.463726,0.424297,0.384847,0.081697,0.061552,0.068687,0.047194,0.282237,0.099541,0.102023,0.107699
0.888289,1.095539,1.101865,1.086205,0.553707,0.660153,0.656057,0.611975,0.570643,0.537208,0.586009,0.638383,0.468858,0.46274,0.423378,0.384209,0.081755,0.06153,0.068595,0.047117,0.282333,0.100322,0.103144,0.108912
0.884647,1.09189,1.09821,1.08254,0.557861,0.665676,0.6613,0.617074,0.5707,0.537209,0.586025,0.638416,0.470026,0.461773,0.422481,0.38355,0.081815,0.061506,0.068508,0.047046,0.282098,0.100944,0.104093,0.109902
