L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.595805,0.803021,0.807008,0.788936,0.960444,1.171756,1.165324,1.136094,0.560532,0.53573,0.584579,0.637088,0.436394,0.420919,0.38231,0.338342,0.08589,0.05772,0.066223,0.047388,0.081106,0.088567,0.094057,0.067451
0.59213,0.799307,0.803306,0.785178,0.967666,1.1789,1.172395,1.143551,0.560492,0.535721,0.584565,0.637071,0.436273,0.420884,0.382252,0.338389,0.086071,0.057665,0.066186,0.047367,0.080703,0.090718,0.095934,0.068802
0.588444,0.795584,0.79959,0.78141,0.974692,1.185819,1.179271,1.150837,0.560462,0.535719,0.584555,0.637057,0.436181,0.420972,0.382309,0.338561,0.086263,0.057618,0.066146,0.047342,0.080409,0.092925,0.097853,0.070167
0.584757,0.791859,0.795868,0.777641,0.981488,1.192483,1.185925,1.157923,0.560446,0.535724,0.584551,0.637048,0.436109,0.421181,0.382482,0.338854,0.086466,0.057576,0.066101,0.047313,0.080217,0.095173,0.099801,0.07154
0.581073,0.788135,0.792146,0.773875,0.988026,1.198869,1.192332,1.164786,0.560443,0.535734,0.584552,0.637043,0.436049,0.42151,0.382767,0.339262,0.086682,0.057541,0.066054,0.04728,0.080116,0.097449,0.101769,0.072916
0.577396,0.784417,0.788429,0.770116,0.994282,1.204956,1.198471,1.171405,0.560455,0.535751,0.58456,0.637043,0.435996,0.421954,0.383161,0.339778,0.086912,0.057512,0.066004,0.047244,0.080096,0.099736,0.103746,0.074292
0.573731,0.780706,0.784721,0.766365,1.000234,1.210728,1.204325,1.177761,0.560482,0.535774,0.584574,0.637048,0.435943,0.422507,0.383658,0.340394,0.087158,0.057487,0.065952,0.047204,0.080142,0.102022,0.105721,0.075664
0.570079,0.777004,0.781023,0.762626,1.005867,1.216172,1.20988,1.183839,0.560523,0.535803,0.584594,0.637057,0.435886,0.423161,0.384252,0.341098,0.08742,0.057466,0.065899,0.047162,0.080238,0.10429,0.107684,0.07703
0.566442,0.773311,0.777337,0.758897,1.011168,1.221278,1.215123,1.189623,0.560578,0.535836,0.584622,0.637071,0.435823,0.42391,0.384935,0.341882,0.087702,0.057449,0.065846,0.047117,0.080367,0.106527,0.109626,0.078386
0.562819,0.769626,0.773664,0.755181,1.016128,1.226038,1.220042,1.195099,0.560647,0.535874,0.584656,0.63709,0.435755,0.424744,0.385699,0.342734,0.088004,0.057434,0.065793,0.04707,0.080511,0.108718,0.111535,0.079728
0.559213,0.76595,0.770004,0.751476,1.020739,1.230446,1.224628,1.200252,0.560728,0.535916,0.584696,0.637114,0.435686,0.425653,0.386536,0.343645,0.088329,0.057422,0.065741,0.047021,0.080655,0.110847,0.113399,0.081049
0.555622,0.762282,0.766357,0.747783,1.024997,1.234498,1.228872,1.205069,0.56082,0.535961,0.584742,0.637142,0.43562,0.426629,0.387436,0.344605,0.088676,0.057413,0.065689,0.046972,0.080781,0.1129,0.115207,0.082342
0.552046,0.758621,0.762721,0.744102,1.028897,1.238191,1.232767,1.209537,0.560921,0.536009,0.584793,0.637175,0.435565,0.42766,0.388391,0.345606,0.089048,0.057406,0.06564,0.046923,0.080874,0.11486,0.116942,0.083595
0.548484,0.754968,0.759096,0.740432,1.032438,1.241522,1.236308,1.213643,0.561031,0.536059,0.584849,0.637213,0.435532,0.428737,0.389394,0.346642,0.089445,0.057401,0.065591,0.046875,0.080923,0.116709,0.11859,0.084796
0.544937,0.751321,0.755482,0.736773,1.035619,1.244493,1.239487,1.217375,0.561148,0.536113,0.584909,0.637256,0.435532,0.42985,0.390434,0.347706,0.08987,0.057399,0.065545,0.046829,0.080917,0.118433,0.120131,0.08593
0.541403,0.747681,0.751878,0.733125,1.038439,1.247102,1.242303,1.220722,0.56127,0.536168,0.584973,0.637305,0.435576,0.430991,0.391506,0.348794,0.090322,0.057401,0.0655,0.046785,0.080846,0.120012,0.121547,0.086978
0.537883,0.744047,0.748282,0.729485,1.040897,1.249351,1.244751,1.223676,0.561399,0.536227,0.58504,0.637359,0.435675,0.432151,0.392603,0.3499,0.090803,0.057405,0.065458,0.046744,0.080705,0.12143,0.122819,0.087922
0.534376,0.740419,0.744696,0.725851,1.042993,1.251242,1.246829,1.226229,0.561532,0.536287,0.585109,0.637416,0.435842,0.433322,0.393716,0.351021,0.091314,0.057413,0.065418,0.046704,0.08049,0.122671,0.123928,0.088742
0.530883,0.736798,0.741118,0.722222,1.044725,1.252777,1.248538,1.228375,0.561671,0.536351,0.585179,0.637476,0.436084,0.434499,0.394841,0.352152,0.091855,0.057425,0.06538,0.046666,0.0802,0.12372,0.124858,0.089421
0.527403,0.733183,0.737549,0.718596,1.046093,1.253961,1.249879,1.230111,0.561814,0.536417,0.585252,0.637536,0.436412,0.435677,0.395974,0.353291,0.092429,0.057441,0.065345,0.046629,0.079836,0.124563,0.125594,0.089942
0.523936,0.729575,0.733987,0.714972,1.047097,1.254797,1.250855,1.231436,0.561961,0.536486,0.585326,0.637597,0.43683,0.436853,0.397111,0.354436,0.093035,0.057461,0.065312,0.046592,0.079399,0.125191,0.126124,0.090289
0.520483,0.725974,0.730434,0.711349,1.04774,1.255293,1.251471,1.232353,0.562113,0.536559,0.585401,0.637659,0.437342,0.438027,0.398252,0.355585,0.093676,0.057486,0.065282,0.046556,0.078895,0.125595,0.126438,0.090452
0.517045,0.722379,0.726889,0.707727,1.048025,1.255455,1.251734,1.232867,0.562269,0.536635,0.585477,0.63772,0.437951,0.439198,0.399397,0.356738,0.094351,0.057515,0.065254,0.04652,0.078329,0.125769,0.12653,0.090426
0.513621,0.718791,0.723353,0.704106,1.047957,1.255291,1.251654,1.232988,0.562429,0.536715,0.585555,0.637781,0.438655,0.440371,0.400549,0.357897,0.095063,0.057549,0.065229,0.046483,0.07771,0.12571,0.126399,0.090208
0.510212,0.715211,0.719824,0.700485,1.047544,1.254814,1.251243,1.232727,0.562594,0.5368,0.585635,0.637843,0.439448,0.44155,0.401712,0.359062,0.095811,0.057587,0.065207,0.046445,0.077047,0.125418,0.126045,0.089802
0.506818,0.711637,0.716305,0.696866,1.046798,1.254035,1.250516,1.232104,0.562764,0.536889,0.585716,0.637906,0.440322,0.442742,0.402892,0.360234,0.096596,0.057631,0.065188,0.046406,0.076354,0.124895,0.125476,0.08922
0.503441,0.70807,0.712793,0.693247,1.045731,1.252972,1.249491,1.231137,0.56294,0.536983,0.585801,0.637969,0.441269,0.443954,0.404096,0.361415,0.09742,0.05768,0.065172,0.046365,0.075644,0.124145,0.124698,0.088473
0.500081,0.70451,0.70929,0.68963,1.044363,1.251643,1.248192,1.229854,0.563122,0.537083,0.585888,0.638034,0.442274,0.445195,0.405331,0.362606,0.098283,0.057735,0.065159,0.046324,0.074932,0.123173,0.123725,0.087581
0.496739,0.700957,0.705795,0.686015,1.042714,1.250071,1.246642,1.228281,0.563312,0.537188,0.585979,0.6381,0.443324,0.446472,0.406605,0.363808,0.099186,0.057795,0.065148,0.046282,0.074235,0.121989,0.122572,0.086565
0.493415,0.69741,0.702307,0.682402,1.04081,1.248281,1.244871,1.226452,0.56351,0.537298,0.586073,0.638168,0.444404,0.447792,0.407923,0.365022,0.100129,0.057861,0.065141,0.046239,0.073569,0.120604,0.121254,0.085445
0.490111,0.693871,0.698828,0.678792,1.038679,1.246299,1.242909,1.224402,0.563716,0.537414,0.586172,0.638237,0.445498,0.449159,0.40929,0.366247,0.101114,0.057933,0.065136,0.046196,0.072951,0.119033,0.119789,0.084244
0.486828,0.690338,0.695356,0.675186,1.036354,1.244157,1.240789,1.222165,0.563931,0.537535,0.586275,0.638309,0.446593,0.450576,0.410706,0.367483,0.102141,0.058012,0.065133,0.046154,0.072392,0.117292,0.118195,0.082979
0.483568,0.686812,0.691892,0.671583,1.033869,1.241882,1.238543,1.219777,0.564155,0.537661,0.586383,0.638383,0.447678,0.452038,0.41217,0.368731,0.103213,0.058098,0.065131,0.046112,0.071902,0.115403,0.116492,0.081667
0.480331,0.683293,0.688434,0.667984,1.031259,1.239504,1.236202,1.217272,0.564387,0.537791,0.586497,0.638458,0.44874,0.453538,0.413674,0.369987,0.10433,0.058189,0.065129,0.046072,0.071491,0.113389,0.114698,0.080319
0.47712,0.679781,0.684984,0.66439,1.028556,1.237049,1.233795,1.214681,0.564626,0.537927,0.586616,0.638535,0.449771,0.455067,0.415207,0.371248,0.105496,0.058288,0.065128,0.046036,0.071163,0.111274,0.112831,0.078947
0.473937,0.676276,0.68154,0.660802,1.025789,1.23454,1.231347,1.21203,0.564872,0.538066,0.586741,0.638613,0.450761,0.456611,0.416756,0.372508,0.106712,0.058392,0.065126,0.046002,0.07092,0.109082,0.110908,0.077557
0.470784,0.672778,0.678101,0.657218,1.022982,1.231997,1.228877,1.20934,0.565124,0.538209,0.586873,0.638691,0.451702,0.458152,0.418302,0.373757,0.107982,0.058501,0.065123,0.045972,0.070762,0.106834,0.108944,0.076155
0.467664,0.669288,0.674668,0.653641,1.020154,1.229433,1.226398,1.206627,0.565379,0.538357,0.587011,0.638769,0.452587,0.459673,0.419828,0.374983,0.109308,0.058615,0.065118,0.045947,0.070687,0.104551,0.106952,0.074745
0.46458,0.665807,0.671239,0.650071,1.017317,1.226858,1.22392,1.203899,0.565638,0.538507,0.587158,0.638846,0.453408,0.461151,0.421311,0.376172,0.110694,0.058732,0.065113,0.045927,0.070687,0.102252,0.104945,0.073331
0.461535,0.662335,0.667815,0.646508,1.014477,1.224274,1.221443,1.201161,0.565898,0.538661,0.587312,0.638922,0.454159,0.462567,0.42273,0.377307,0.112143,0.058853,0.065105,0.045912,0.070757,0.099957,0.102934,0.071917
0.458535,0.658873,0.664396,0.642953,1.011638,1.221683,1.218966,1.198412,0.566156,0.538817,0.587474,0.638995,0.454838,0.463899,0.424064,0.378373,0.11366,0.058975,0.065094,0.045903,0.070885,0.097684,0.100935,0.070509
0.455583,0.655421,0.66098,0.639406,1.008797,1.219081,1.216482,1.195647,0.566412,0.538974,0.587644,0.639067,0.455441,0.46513,0.425295,0.379355,0.115249,0.0591,0.06508,0.045901,0.071062,0.095452,0.09896,0.069113
0.452686,0.651981,0.657571,0.635869,1.005949,1.216461,1.213983,1.192861,0.566662,0.539133,0.587821,0.639135,0.455969,0.466245,0.426407,0.38024,0.116914,0.059224,0.065063,0.045907,0.071277,0.09328,0.097024,0.067738
0.449848,0.648551,0.654167,0.632341,1.003088,1.213817,1.211457,1.190047,0.566905,0.539291,0.588004,0.639199,0.45642,0.467233,0.427391,0.381018,0.118661,0.059349,0.065044,0.045922,0.07152,0.091185,0.095144,0.066392
0.447077,0.645135,0.650774,0.628824,1.000207,1.21114,1.208896,1.187199,0.567137,0.539448,0.58819,0.63926,0.456797,0.468089,0.42824,0.381685,0.120494,0.059474,0.065022,0.045945,0.071781,0.089183,0.093332,0.065086
0.44438,0.641731,0.647392,0.625318,0.997297,1.208424,1.20629,1.184311,0.567357,0.539603,0.588378,0.639317,0.457103,0.468812,0.428954,0.382237,0.122418,0.059598,0.065,0.045979,0.072052,0.087285,0.091601,0.063829
0.441765,0.638342,0.644027,0.621825,0.994351,1.205662,1.203631,1.181379,0.567561,0.539753,0.588564,0.63937,0.457342,0.469406,0.429539,0.38268,0.12444,0.059721,0.064979,0.046023,0.072324,0.085503,0.089961,0.062628
0.43924,0.634968,0.640684,0.618343,0.991363,1.202848,1.200912,1.178401,0.567747,0.539898,0.588743,0.639419,0.457517,0.46988,0.430003,0.383019,0.126563,0.059844,0.06496,0.046079,0.072593,0.083842,0.088421,0.061494
0.436817,0.631613,0.637366,0.614876,0.988327,1.199978,1.198128,1.175374,0.567912,0.540036,0.588913,0.639463,0.457634,0.470245,0.43036,0.383265,0.128794,0.059967,0.064946,0.046147,0.072853,0.082309,0.086986,0.060433
0.434503,0.628278,0.634078,0.611423,0.98524,1.197047,1.195277,1.172298,0.568054,0.540164,0.589071,0.639501,0.457698,0.470517,0.430625,0.38343,0.131138,0.060092,0.064938,0.046228,0.0731,0.080904,0.08566,0.059451
0.432311,0.624966,0.630824,0.607986,0.9821,1.194052,1.192356,1.169174,0.56817,0.540281,0.589213,0.639534,0.457715,0.470711,0.430812,0.383526,0.133599,0.060218,0.064936,0.046323,0.073331,0.079626,0.084445,0.058552
0.43025,0.62168,0.627607,0.604565,0.978907,1.190993,1.189365,1.166001,0.568259,0.540386,0.58934,0.639561,0.457692,0.470841,0.430938,0.383567,0.136181,0.060348,0.06494,0.046434,0.073544,0.078473,0.083341,0.057738
0.428333,0.618425,0.624429,0.601162,0.97566,1.187869,1.186304,1.162782,0.568319,0.540478,0.589451,0.639582,0.457635,0.470922,0.431016,0.383564,0.13889,0.060484,0.064952,0.046561,0.073736,0.077439,0.082346,0.057008
0.42657,0.615204,0.621293,0.597778,0.972362,1.184681,1.183176,1.159517,0.568349,0.540557,0.589545,0.639596,0.45755,0.470966,0.431058,0.383528,0.141728,0.060629,0.06497,0.046706,0.073909,0.076518,0.081454,0.056361
0.424973,0.612021,0.618201,0.594415,0.969014,1.181432,1.179984,1.15621,0.568349,0.540623,0.589624,0.639604,0.457444,0.470981,0.431072,0.383469,0.144699,0.060786,0.064995,0.046871,0.07406,0.075702,0.08066,0.055791
0.423553,0.608882,0.615155,0.591073,0.965619,1.178125,1.176732,1.152861,0.568322,0.540677,0.589689,0.639604,0.457323,0.470977,0.431068,0.383393,0.147804,0.060959,0.065029,0.047058,0.074189,0.074984,0.079957,0.055294
0.422321,0.605793,0.612159,0.587755,0.962182,1.174765,1.173422,1.149472,0.56827,0.540721,0.589742,0.639598,0.457192,0.470961,0.431053,0.383308,0.151044,0.061154,0.065072,0.047269,0.074299,0.074354,0.079338,0.054863
0.421285,0.602759,0.609215,0.584462,0.958707,1.171355,1.17006,1.146048,0.568195,0.540756,0.589786,0.639585,0.457055,0.470937,0.431032,0.383218,0.15442,0.061376,0.065127,0.047508,0.074388,0.073804,0.078795,0.054493
0.420454,0.599788,0.606326,0.581197,0.955196,1.1679,1.166651,1.14259,0.568102,0.540784,0.589822,0.639567,0.456917,0.470912,0.431009,0.383127,0.157932,0.061631,0.065198,0.04778,0.074458,0.073325,0.078321,0.054176
0.419836,0.596885,0.603495,0.57796,0.951654,1.164405,1.163198,1.139102,0.567997,0.540808,0.589855,0.639543,0.45678,0.470889,0.43099,0.383041,0.161576,0.061929,0.065289,0.048088,0.074511,0.072909,0.077906,0.053909
0.419436,0.594058,0.600727,0.574755,0.948085,1.160876,1.159707,1.135587,0.567886,0.540831,0.589887,0.639514,0.456648,0.470871,0.430975,0.38296,0.165353,0.062276,0.065407,0.048438,0.074548,0.072548,0.077545,0.053683
0.419257,0.591313,0.598025,0.571584,0.944493,1.157316,1.156183,1.132049,0.567775,0.540857,0.589923,0.639482,0.456523,0.47086,0.430967,0.382887,0.169257,0.062682,0.065559,0.048837,0.07457,0.072233,0.077231,0.053495
0.419304,0.588658,0.595395,0.56845,0.940883,1.153732,1.152629,1.128491,0.567672,0.54089,0.589966,0.639446,0.456406,0.470857,0.430967,0.382824,0.173285,0.063156,0.065751,0.049291,0.074579,0.071958,0.076957,0.053338
0.419577,0.586099,0.592839,0.565358,0.937256,1.150126,1.149052,1.124915,0.567583,0.540934,0.590021,0.639409,0.4563,0.470862,0.430974,0.38277,0.177433,0.063705,0.065993,0.049809,0.074576,0.071715,0.076716,0.053206
0.420078,0.583642,0.590364,0.562313,0.933618,1.146504,1.145454,1.121324,0.567517,0.540991,0.590091,0.63937,0.456205,0.470875,0.430989,0.382726,0.181695,0.064339,0.066294,0.050399,0.074564,0.071499,0.076504,0.053096
0.420806,0.581293,0.587973,0.559323,0.92997,1.142869,1.14184,1.11772,0.567478,0.541067,0.590179,0.63933,0.456121,0.470897,0.431011,0.382691,0.186066,0.065064,0.066661,0.05107,0.074543,0.071302,0.076314,0.053003
0.421759,0.579057,0.585671,0.556395,0.926315,1.139224,1.138213,1.114107,0.567472,0.541164,0.590289,0.639291,0.456051,0.470926,0.43104,0.382665,0.190541,0.065885,0.067105,0.051832,0.074515,0.07112,0.076142,0.052923
0.422938,0.576937,0.583461,0.553536,0.922655,1.135573,1.134576,1.110485,0.567502,0.541285,0.590422,0.639252,0.455993,0.470964,0.431077,0.382648,0.195111,0.066808,0.067633,0.052694,0.074481,0.070948,0.075982,0.052853
0.424338,0.574938,0.581349,0.550753,0.918992,1.131917,1.130931,1.106856,0.56757,0.541432,0.59058,0.639214,0.455948,0.47101,0.431122,0.38264,0.19977,0.067835,0.068251,0.053666,0.074441,0.070782,0.075831,0.052791
0.42596,0.573063,0.579339,0.548055,0.915327,1.128258,1.12728,1.103222,0.567675,0.541607,0.590764,0.639178,0.455916,0.471065,0.431174,0.38264,0.204508,0.068965,0.068966,0.054754,0.074398,0.070617,0.075685,0.052734
0.4278,0.571316,0.577436,0.545449,0.911661,1.124598,1.123626,1.099584,0.567815,0.541809,0.590974,0.639144,0.455896,0.471127,0.431234,0.382649,0.209314,0.070196,0.069781,0.055965,0.074352,0.070452,0.075542,0.05268
0.429857,0.569701,0.575645,0.542946,0.907996,1.120938,1.119969,1.095942,0.567988,0.542039,0.591209,0.639112,0.455889,0.471198,0.431301,0.382666,0.214176,0.071524,0.070698,0.057305,0.074304,0.070283,0.0754,0.05263
0.432129,0.568223,0.573974,0.540555,0.904332,1.117279,1.116312,1.092299,0.568187,0.542295,0.59147,0.639081,0.455892,0.471277,0.431376,0.382691,0.219081,0.072944,0.071716,0.058775,0.074255,0.070107,0.075257,0.052581
0.434612,0.566889,0.572431,0.538289,0.90067,1.113621,1.112655,1.088655,0.568407,0.542577,0.591755,0.639053,0.455907,0.471365,0.431458,0.382724,0.224012,0.074447,0.072835,0.060377,0.074205,0.069924,0.075112,0.052532
0.437302,0.565709,0.571025,0.536161,0.89701,1.109966,1.109,1.085009,0.568639,0.542885,0.592064,0.639026,0.455931,0.471462,0.43155,0.382765,0.22895,0.076024,0.07405,0.062107,0.074155,0.069729,0.074962,0.052485
0.440192,0.564693,0.569769,0.534186,0.893353,1.106313,1.105347,1.081364,0.568875,0.543218,0.592397,0.639003,0.455964,0.471568,0.43165,0.382813,0.233875,0.077664,0.075355,0.06396,0.074106,0.069522,0.074806,0.052437
0.443275,0.563857,0.568675,0.532379,0.889698,1.102662,1.101699,1.07772,0.569105,0.543578,0.592757,0.638985,0.456005,0.471684,0.431761,0.382869,0.238762,0.079356,0.076743,0.065928,0.074058,0.069301,0.074642,0.05239
0.44654,0.563217,0.567758,0.53076,0.886047,1.099014,1.098054,1.074077,0.569318,0.543965,0.593145,0.638974,0.456051,0.471808,0.431882,0.382933,0.243588,0.08109,0.078207,0.068001,0.074012,0.069064,0.074468,0.052343
0.449971,0.562793,0.567035,0.52935,0.882398,1.095369,1.094415,1.070436,0.569502,0.544383,0.593565,0.638975,0.456101,0.471941,0.432013,0.383003,0.248324,0.082853,0.079737,0.070167,0.073969,0.068809,0.074284,0.052296
0.453553,0.56261,0.566527,0.528172,0.878753,1.091726,1.090781,1.066798,0.569646,0.544835,0.59402,0.638994,0.456154,0.472081,0.432153,0.383079,0.252941,0.084636,0.081324,0.072413,0.073928,0.068538,0.074091,0.05225
0.457264,0.562692,0.566254,0.527253,0.875112,1.088086,1.087153,1.063162,0.569736,0.545327,0.594516,0.639037,0.456207,0.472227,0.432302,0.383159,0.257409,0.086428,0.08296,0.074723,0.073891,0.068248,0.073887,0.052203
0.461083,0.563067,0.566242,0.526621,0.871473,1.084449,1.083531,1.05953,0.56976,0.545863,0.595058,0.639111,0.456259,0.472376,0.432458,0.383241,0.261697,0.08822,0.084636,0.077083,0.073858,0.067942,0.073673,0.052157
0.464984,0.563761,0.566516,0.526308,0.867838,1.080815,1.079915,1.0559,0.569706,0.546449,0.59565,0.639228,0.456309,0.472525,0.432618,0.383324,0.265776,0.090004,0.086344,0.079476,0.073829,0.067618,0.073451,0.052111
0.468945,0.564803,0.567103,0.526346,0.864205,1.077184,1.076305,1.052273,0.569564,0.54709,0.596299,0.639396,0.456356,0.472674,0.432783,0.383405,0.269617,0.09177,0.088079,0.081887,0.073806,0.067279,0.07322,0.052067
0.472943,0.566218,0.568034,0.52677,0.860574,1.073556,1.072699,1.048648,0.569324,0.54779,0.597008,0.639626,0.4564,0.472818,0.432949,0.383483,0.273194,0.093513,0.089832,0.084302,0.073788,0.066927,0.072984,0.052023
0.47696,0.568029,0.569336,0.527609,0.856946,1.069931,1.069097,1.045024,0.568983,0.548554,0.597782,0.639928,0.45644,0.472956,0.433114,0.383556,0.276486,0.095222,0.091599,0.086702,0.073776,0.066564,0.072742,0.051982
0.480982,0.570253,0.571037,0.528893,0.853319,1.06631,1.065499,1.041401,0.568538,0.549385,0.598624,0.640311,0.456476,0.473085,0.433277,0.383622,0.279474,0.096889,0.09337,0.089072,0.07377,0.066192,0.072498,0.051942
0.485002,0.572902,0.573162,0.530642,0.849695,1.062691,1.061903,1.037779,0.567991,0.550282,0.599534,0.64078,0.456509,0.473204,0.433435,0.383682,0.282143,0.098502,0.095136,0.091394,0.07377,0.065816,0.072252,0.051904
0.489019,0.57598,0.575726,0.532872,0.846072,1.059076,1.058309,1.034155,0.567348,0.551245,0.600509,0.641338,0.456541,0.473312,0.433587,0.383733,0.284484,0.100046,0.096884,0.093649,0.073777,0.065437,0.072007,0.051869
0.493039,0.579485,0.578739,0.53559,0.842451,1.055464,1.054716,1.030531,0.566619,0.55227,0.601547,0.641988,0.456572,0.473407,0.43373,0.383775,0.28649,0.101506,0.098597,0.095816,0.07379,0.065061,0.071766,0.051836
0.497071,0.583406,0.582203,0.538792,0.838831,1.051856,1.051125,1.026906,0.565815,0.553353,0.60264,0.642728,0.456604,0.473489,0.433863,0.38381,0.288156,0.102863,0.100257,0.097877,0.073809,0.064689,0.071529,0.051805
0.501128,0.58773,0.586108,0.542472,0.835212,1.04825,1.047533,1.023279,0.564951,0.554485,0.603783,0.643554,0.456638,0.473558,0.433985,0.383837,0.289484,0.104101,0.101843,0.099811,0.073835,0.064326,0.0713,0.051777
0.505228,0.592437,0.590443,0.546614,0.831595,1.044647,1.043942,1.01965,0.56404,0.555661,0.604967,0.644462,0.456675,0.473615,0.434096,0.383857,0.290473,0.105203,0.103335,0.1016,0.073867,0.063973,0.071079,0.05175
0.509387,0.597505,0.595188,0.551198,0.827979,1.041047,1.040352,1.01602,0.563097,0.55687,0.606183,0.645443,0.456717,0.47366,0.434197,0.383873,0.291128,0.106154,0.104713,0.103227,0.073905,0.063632,0.070867,0.051726
0.513621,0.602912,0.600324,0.556202,0.824364,1.03745,1.036763,1.012388,0.562138,0.558105,0.607423,0.646489,0.456764,0.473695,0.434288,0.383884,0.291454,0.106941,0.10596,0.104677,0.073948,0.063305,0.070665,0.051703
0.517943,0.608638,0.605828,0.561601,0.820751,1.033856,1.033175,1.008755,0.561177,0.559359,0.608677,0.647591,0.456817,0.473722,0.43437,0.383894,0.291456,0.107555,0.107061,0.105938,0.073996,0.062992,0.070473,0.051681
0.522366,0.614661,0.611678,0.56737,0.817138,1.030265,1.029588,1.00512,0.560225,0.560622,0.609938,0.648737,0.456876,0.473742,0.434445,0.383903,0.291141,0.107989,0.108006,0.107001,0.07405,0.062693,0.07029,0.05166
0.526899,0.620967,0.617856,0.573487,0.813527,1.026676,1.026002,1.001485,0.559296,0.56189,0.611198,0.649918,0.456941,0.473758,0.434513,0.383913,0.290515,0.108243,0.108785,0.107857,0.074109,0.062407,0.070115,0.05164
0.531546,0.627541,0.624344,0.579929,0.809918,1.02309,1.022418,0.99785,0.558399,0.563154,0.61245,0.651124,0.457011,0.473771,0.434575,0.383924,0.289584,0.108315,0.109396,0.108502,0.074172,0.062134,0.069949,0.051621
0.53631,0.634372,0.631126,0.586679,0.806309,1.019508,1.018837,0.994214,0.557544,0.564411,0.613689,0.652345,0.457085,0.473781,0.434633,0.383938,0.288354,0.108212,0.109837,0.108936,0.07424,0.061874,0.06979,0.051602
0.541192,0.641454,0.63819,0.593722,0.802702,1.015927,1.015257,0.990579,0.556739,0.565654,0.614911,0.653575,0.457163,0.473791,0.434686,0.383954,0.286832,0.10794,0.110113,0.109159,0.074313,0.061626,0.069639,0.051582
0.546189,0.64878,0.645528,0.601048,0.799096,1.012349,1.011679,0.986944,0.555991,0.566879,0.616111,0.654805,0.457242,0.4738,0.434736,0.383972,0.285021,0.107512,0.110229,0.109176,0.074391,0.061389,0.069494,0.051562
0.551298,0.656347,0.65313,0.608646,0.795491,1.008772,1.008104,0.98331,0.555306,0.568085,0.617287,0.656031,0.457321,0.473808,0.434783,0.383992,0.282929,0.106938,0.110195,0.10899,0.074473,0.061164,0.069354,0.051541
