L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
1.127087,1.332534,1.328893,1.305142,0.804407,1.017605,1.017485,0.991847,0.575397,0.587244,0.635224,0.681603,0.466974,0.487775,0.448289,0.396237,0.090627,0.084655,0.095734,0.067779,0.081946,0.058241,0.063082,0.048901
1.131831,1.337421,1.333921,1.3107,0.802088,1.015296,1.015148,0.989509,0.575327,0.586249,0.634272,0.680777,0.466954,0.487758,0.44825,0.396193,0.090195,0.086384,0.097342,0.06901,0.082106,0.058203,0.063062,0.048842
1.136807,1.342521,1.339171,1.31651,0.799617,1.012833,1.012659,0.987012,0.575228,0.585174,0.633242,0.679868,0.466931,0.487738,0.448206,0.396145,0.089767,0.088228,0.099043,0.070312,0.082279,0.058166,0.06304,0.048781
1.141961,1.34777,1.344579,1.322506,0.797009,1.010229,1.010033,0.98437,0.575094,0.584023,0.632139,0.678875,0.466905,0.487715,0.44816,0.396093,0.089354,0.090171,0.10082,0.071672,0.082464,0.058132,0.063014,0.048717
1.14723,1.353103,1.350078,1.328615,0.794281,1.0075,1.007287,0.981602,0.574925,0.582801,0.630968,0.677799,0.466875,0.487688,0.448109,0.396038,0.088963,0.092198,0.102656,0.073079,0.082663,0.058101,0.062985,0.048651
1.15255,1.358453,1.355601,1.334764,0.791452,1.004665,1.004439,0.978723,0.574718,0.581515,0.629735,0.676645,0.466842,0.487658,0.448055,0.39598,0.088602,0.094287,0.104531,0.07452,0.082873,0.058072,0.062952,0.048584
1.157857,1.363757,1.361081,1.340882,0.788539,1.001742,1.001505,0.975754,0.574475,0.580172,0.628447,0.675418,0.466806,0.487624,0.447999,0.395919,0.088276,0.096416,0.106424,0.075981,0.083094,0.058047,0.062916,0.048516
1.163092,1.368954,1.366459,1.346904,0.78556,0.998746,0.998503,0.972711,0.574201,0.578781,0.627114,0.674128,0.466768,0.487587,0.447941,0.395858,0.087986,0.098562,0.108314,0.077451,0.083325,0.058023,0.062878,0.048449
1.168199,1.373992,1.37168,1.352771,0.78253,0.995694,0.995447,0.969611,0.573896,0.57735,0.625741,0.672784,0.466728,0.487547,0.447881,0.395796,0.087731,0.100701,0.110185,0.078918,0.083565,0.058,0.062836,0.048382
1.173128,1.378826,1.376697,1.358432,0.779464,0.992598,0.99235,0.966468,0.573564,0.575888,0.624339,0.671396,0.466687,0.487504,0.447819,0.395734,0.087508,0.102812,0.11202,0.080371,0.083814,0.057978,0.062793,0.048317
1.177837,1.383414,1.381471,1.363842,0.776372,0.989471,0.989223,0.963294,0.573206,0.574404,0.622912,0.669975,0.466644,0.487459,0.447757,0.395674,0.08731,0.104874,0.113804,0.0818,0.084072,0.057955,0.062747,0.048253
1.182289,1.387725,1.385966,1.368965,0.773265,0.986323,0.986077,0.960101,0.572825,0.572903,0.621468,0.668531,0.466599,0.487412,0.447694,0.395616,0.08713,0.106866,0.115524,0.083196,0.084339,0.057932,0.062699,0.048192
1.186454,1.391731,1.390157,1.373767,0.77015,0.983162,0.982919,0.956898,0.57242,0.571394,0.620012,0.667072,0.466554,0.487363,0.44763,0.395559,0.086958,0.108771,0.117165,0.084547,0.084614,0.057908,0.06265,0.048132
1.190308,1.395413,1.394021,1.378225,0.767033,0.979994,0.979755,0.953691,0.571994,0.569881,0.618551,0.665607,0.466507,0.487313,0.447566,0.395505,0.086784,0.110572,0.118717,0.085842,0.084897,0.057883,0.062599,0.048075
1.193831,1.398754,1.397542,1.38232,0.763921,0.976824,0.976591,0.950486,0.571544,0.56837,0.617089,0.664143,0.466459,0.487261,0.447502,0.395453,0.0866,0.112253,0.120165,0.087068,0.08519,0.057858,0.062547,0.048019
1.197008,1.401743,1.400708,1.386035,0.760815,0.973657,0.973431,0.947286,0.571071,0.566866,0.61563,0.662686,0.466409,0.487207,0.447438,0.395403,0.086396,0.113801,0.121497,0.088211,0.085493,0.057832,0.062493,0.047965
1.199828,1.404373,1.403513,1.389361,0.757719,0.970496,0.970277,0.944094,0.570573,0.565372,0.614177,0.661238,0.466357,0.487153,0.447374,0.395356,0.086163,0.115203,0.122701,0.089256,0.085805,0.057806,0.062439,0.047911
1.202285,1.40664,1.405952,1.392292,0.754635,0.967341,0.967131,0.940911,0.57005,0.56389,0.612734,0.659804,0.466303,0.487097,0.44731,0.395311,0.085896,0.116447,0.123764,0.090185,0.086129,0.057781,0.062383,0.047859
1.204374,1.408544,1.408024,1.394824,0.751563,0.964194,0.963994,0.937737,0.569498,0.562423,0.611303,0.658382,0.466246,0.48704,0.447247,0.395268,0.085587,0.117521,0.124672,0.090983,0.086464,0.057756,0.062327,0.047808
1.206093,1.410084,1.409731,1.396958,0.748504,0.961056,0.960866,0.934574,0.568918,0.560971,0.609884,0.656973,0.466187,0.486982,0.447184,0.395228,0.085233,0.118418,0.125416,0.091634,0.086813,0.057732,0.06227,0.047757
1.207442,1.411265,1.411075,1.398695,0.745458,0.957927,0.957747,0.931419,0.568309,0.559533,0.608478,0.655574,0.466124,0.486922,0.447121,0.39519,0.084829,0.119129,0.125985,0.092122,0.087175,0.057709,0.062214,0.047707
1.208424,1.412089,1.412062,1.40004,0.742424,0.954807,0.954637,0.928274,0.56767,0.558109,0.607083,0.654183,0.466058,0.486861,0.447057,0.395153,0.084374,0.119648,0.12637,0.092435,0.087553,0.057687,0.062157,0.047657
1.209043,1.412565,1.412697,1.401002,0.739403,0.951694,0.951536,0.925137,0.567004,0.556697,0.605696,0.652796,0.465987,0.486798,0.446994,0.395118,0.083867,0.119971,0.126567,0.092564,0.087946,0.057667,0.062101,0.047608
1.209305,1.412698,1.412991,1.401588,0.736392,0.948589,0.948442,0.922008,0.566311,0.555292,0.604315,0.65141,0.465913,0.486734,0.446931,0.395083,0.083308,0.120093,0.126571,0.092503,0.088356,0.057648,0.062046,0.04756
1.209219,1.412499,1.412953,1.401812,0.733393,0.945491,0.945355,0.918884,0.565596,0.553891,0.602936,0.650022,0.465834,0.486669,0.446867,0.39505,0.082702,0.120015,0.126382,0.092252,0.088783,0.057629,0.061991,0.047512
1.208794,1.411979,1.412597,1.401688,0.730404,0.942398,0.942275,0.915766,0.564861,0.55249,0.601553,0.64863,0.465749,0.486603,0.446803,0.395018,0.082051,0.119736,0.126002,0.091814,0.08923,0.057612,0.061936,0.047465
1.208046,1.411152,1.411938,1.401233,0.727426,0.93931,0.9392,0.912653,0.564111,0.551085,0.600163,0.647232,0.46566,0.486537,0.446739,0.394987,0.081363,0.119258,0.125434,0.091194,0.089695,0.057596,0.061884,0.047419
1.20699,1.410033,1.410994,1.400466,0.724458,0.936226,0.936131,0.909544,0.563353,0.54967,0.59876,0.645826,0.465565,0.486472,0.446674,0.394957,0.080646,0.118584,0.124686,0.090404,0.090181,0.05758,0.061832,0.047373
1.205646,1.408642,1.409785,1.399412,0.721499,0.933147,0.933067,0.906438,0.56259,0.548242,0.597339,0.64441,0.465464,0.486406,0.446608,0.394926,0.079912,0.11772,0.123766,0.089456,0.090687,0.057565,0.061783,0.047328
1.204037,1.407,1.408335,1.398093,0.71855,0.930071,0.930008,0.903336,0.56183,0.546797,0.595898,0.642984,0.465358,0.486341,0.446541,0.394896,0.079173,0.116672,0.122683,0.088366,0.091215,0.05755,0.061736,0.047285
1.202189,1.405133,1.40667,1.396538,0.715611,0.926999,0.926953,0.900237,0.561076,0.545332,0.594431,0.641548,0.465247,0.486277,0.446472,0.394866,0.078444,0.115448,0.121451,0.08715,0.091765,0.057536,0.061692,0.047241
1.200133,1.403069,1.404821,1.394776,0.712681,0.92393,0.923903,0.897141,0.560334,0.543847,0.592938,0.640104,0.465131,0.486215,0.446404,0.394835,0.07774,0.114057,0.120082,0.085828,0.092337,0.057523,0.06165,0.047199
1.1979,1.400839,1.402817,1.392838,0.709762,0.920865,0.920857,0.894048,0.559605,0.542342,0.591418,0.638654,0.46501,0.486154,0.446334,0.394804,0.077079,0.112511,0.118592,0.084418,0.092934,0.057509,0.061611,0.047158
1.195526,1.398477,1.400693,1.390757,0.706854,0.917803,0.917816,0.890958,0.558893,0.540818,0.589873,0.637202,0.464884,0.486094,0.446265,0.394772,0.076477,0.110823,0.116998,0.082939,0.093555,0.057497,0.061575,0.047119
1.193046,1.396016,1.398481,1.388563,0.703957,0.914744,0.914779,0.887871,0.558197,0.53928,0.588307,0.635751,0.464755,0.486037,0.446196,0.394741,0.075947,0.109006,0.115314,0.081411,0.094202,0.057485,0.061542,0.04708
1.190495,1.393492,1.396214,1.386287,0.701072,0.91169,0.911748,0.884787,0.557517,0.537735,0.586727,0.634308,0.464622,0.485981,0.446126,0.394709,0.075502,0.107076,0.113557,0.079851,0.094876,0.057474,0.061512,0.047044
1.187907,1.390935,1.393921,1.383957,0.6982,0.908639,0.908722,0.881706,0.556852,0.536192,0.585142,0.632881,0.464487,0.485926,0.446057,0.394678,0.075148,0.105051,0.111742,0.078273,0.095579,0.057464,0.061486,0.047009
1.185311,1.388374,1.391629,1.381595,0.695343,0.905593,0.905703,0.87863,0.556201,0.534663,0.583565,0.631478,0.46435,0.485873,0.445987,0.394647,0.074891,0.102947,0.109881,0.076687,0.096311,0.057456,0.061463,0.046976
1.18273,1.385832,1.389358,1.37922,0.6925,0.902553,0.902691,0.875558,0.555563,0.533161,0.58201,0.63011,0.464212,0.485822,0.445919,0.394617,0.074729,0.100778,0.107986,0.075103,0.097074,0.057449,0.061444,0.046946
1.180181,1.383327,1.38712,1.376843,0.689674,0.899518,0.899686,0.872491,0.554938,0.531701,0.580495,0.62879,0.464074,0.485772,0.445851,0.394589,0.07466,0.098562,0.106066,0.073524,0.097871,0.057444,0.061428,0.046918
1.177675,1.380869,1.384925,1.374474,0.686865,0.89649,0.89669,0.869429,0.554327,0.5303,0.579035,0.62753,0.463936,0.485724,0.445784,0.394562,0.074677,0.096311,0.104129,0.071953,0.098702,0.057439,0.061416,0.046894
1.175215,1.378462,1.382773,1.372114,0.684075,0.893469,0.893703,0.866372,0.553735,0.528972,0.577646,0.626344,0.4638,0.485678,0.445719,0.394537,0.074774,0.09404,0.102183,0.070394,0.099569,0.057436,0.061408,0.046874
1.172801,1.376106,1.380661,1.369763,0.681305,0.890455,0.890726,0.863321,0.553164,0.527733,0.576344,0.625243,0.463665,0.485634,0.445655,0.394513,0.074939,0.091765,0.100236,0.068849,0.100475,0.057436,0.061403,0.046858
1.170427,1.373796,1.378582,1.367417,0.678557,0.887448,0.887759,0.860277,0.552621,0.526593,0.575141,0.624238,0.463531,0.48559,0.445593,0.394492,0.075162,0.089503,0.0983,0.067322,0.10142,0.057437,0.061402,0.046846
1.168085,1.371523,1.376526,1.365071,0.675832,0.88445,0.884804,0.857239,0.55211,0.525562,0.574047,0.623336,0.4634,0.485549,0.445533,0.394473,0.075433,0.087272,0.096386,0.065822,0.102406,0.05744,0.061405,0.046839
1.165763,1.369277,1.374481,1.362718,0.673131,0.881459,0.88186,0.854208,0.551635,0.524646,0.573067,0.622542,0.463271,0.485508,0.445475,0.394457,0.07574,0.085092,0.094508,0.064354,0.103435,0.057445,0.061412,0.046837
1.16345,1.367046,1.372435,1.360351,0.670456,0.878477,0.878928,0.851185,0.551201,0.523847,0.572203,0.621857,0.463143,0.485469,0.445418,0.394443,0.076072,0.082978,0.092677,0.06293,0.104508,0.057453,0.061422,0.046842
1.161132,1.364818,1.370375,1.357965,0.667808,0.875502,0.876009,0.848169,0.55081,0.523162,0.571453,0.621279,0.463017,0.485432,0.445362,0.394432,0.076419,0.080947,0.090907,0.061559,0.105629,0.057463,0.061436,0.046852
1.158798,1.362581,1.368291,1.355552,0.665191,0.872537,0.873102,0.845163,0.550463,0.522586,0.570813,0.620803,0.462891,0.485396,0.445308,0.394423,0.076771,0.079013,0.089209,0.06025,0.106798,0.057474,0.061454,0.04687
1.156436,1.360322,1.366171,1.353109,0.662606,0.86958,0.870208,0.842165,0.550162,0.522108,0.570272,0.62042,0.462765,0.485362,0.445253,0.394416,0.077121,0.077187,0.087594,0.059016,0.108019,0.057488,0.061475,0.046894
1.154037,1.358033,1.364005,1.350631,0.660055,0.866631,0.867328,0.839177,0.549907,0.521719,0.569821,0.620121,0.462639,0.485329,0.445198,0.394411,0.07746,0.07548,0.086072,0.057864,0.109293,0.057504,0.061499,0.046928
1.151594,1.355702,1.361786,1.348115,0.657541,0.863692,0.864461,0.836199,0.549695,0.521404,0.569447,0.619892,0.462513,0.485299,0.445143,0.394408,0.077783,0.0739,0.084651,0.056804,0.110623,0.057523,0.061525,0.04697
1.149099,1.353323,1.359507,1.345558,0.655067,0.860762,0.861607,0.833231,0.549523,0.521151,0.569139,0.619723,0.462386,0.48527,0.445086,0.394406,0.078085,0.07245,0.083338,0.055843,0.112012,0.057543,0.061554,0.047021
1.146549,1.35089,1.357163,1.342959,0.652635,0.857843,0.858766,0.830275,0.549389,0.520948,0.568884,0.619603,0.462259,0.485243,0.445027,0.394407,0.078364,0.071135,0.082136,0.054985,0.113463,0.057567,0.061583,0.047082
1.143941,1.348399,1.354749,1.340315,0.650249,0.854933,0.855939,0.82733,0.549289,0.520784,0.568674,0.61952,0.462132,0.485218,0.444967,0.394411,0.078617,0.069954,0.081047,0.05423,0.114978,0.057593,0.061612,0.047154
1.141276,1.345848,1.352266,1.337625,0.647912,0.852034,0.853123,0.824398,0.549218,0.520652,0.568502,0.619468,0.462007,0.485195,0.444906,0.394417,0.078844,0.068907,0.080072,0.053576,0.116559,0.057622,0.06164,0.047237
1.138553,1.343237,1.349712,1.33489,0.645626,0.849147,0.85032,0.821479,0.549173,0.520547,0.568363,0.61944,0.461884,0.485173,0.444843,0.394426,0.079044,0.067989,0.079207,0.053019,0.118208,0.057654,0.061665,0.047332
1.135775,1.340569,1.347088,1.332109,0.643396,0.846273,0.847528,0.818574,0.549151,0.520466,0.568256,0.619434,0.461764,0.485153,0.444779,0.394439,0.079219,0.067198,0.078451,0.052552,0.119928,0.05769,0.061686,0.047438
1.132944,1.337845,1.344398,1.329283,0.641225,0.843411,0.844747,0.815683,0.549149,0.520408,0.568178,0.619446,0.46165,0.485135,0.444715,0.394455,0.07937,0.066525,0.077796,0.052165,0.121721,0.057731,0.061702,0.047556
1.130065,1.33507,1.341646,1.326415,0.639117,0.840564,0.841975,0.812808,0.549164,0.520371,0.568128,0.619475,0.461542,0.485119,0.444651,0.394475,0.079498,0.065964,0.077235,0.051851,0.123587,0.057776,0.061712,0.047687
1.127142,1.332246,1.338835,1.323507,0.637073,0.837731,0.839214,0.809948,0.549193,0.520354,0.568105,0.619519,0.461443,0.485103,0.444589,0.394499,0.079606,0.065504,0.076761,0.051598,0.125529,0.057827,0.061715,0.04783
1.124179,1.329379,1.335973,1.320563,0.635099,0.834914,0.836462,0.807105,0.549235,0.520355,0.568106,0.619575,0.461352,0.485087,0.44453,0.394526,0.079697,0.065133,0.076364,0.051398,0.127548,0.057885,0.061712,0.047988
1.121182,1.326474,1.333064,1.317586,0.633197,0.832113,0.833719,0.80428,0.549287,0.52037,0.568126,0.619642,0.461272,0.485072,0.444476,0.394556,0.079771,0.064839,0.076033,0.05124,0.129644,0.05795,0.061705,0.048159
1.118155,1.323534,1.330116,1.314582,0.631369,0.829329,0.830987,0.801473,0.549347,0.520398,0.568164,0.619716,0.461203,0.485056,0.444427,0.394588,0.079832,0.064609,0.075759,0.051117,0.131819,0.058023,0.061696,0.048346
1.115103,1.320565,1.327133,1.311553,0.629621,0.826564,0.828266,0.798684,0.549411,0.520435,0.568213,0.619795,0.461145,0.485038,0.444385,0.394621,0.079881,0.064432,0.075532,0.051021,0.134072,0.058105,0.061687,0.048549
1.112032,1.317572,1.324122,1.308504,0.627953,0.823817,0.82556,0.795914,0.549478,0.52048,0.568273,0.619877,0.461099,0.485018,0.44435,0.394654,0.07992,0.064296,0.075343,0.050945,0.136404,0.058198,0.061686,0.048769
1.108945,1.314558,1.321088,1.305438,0.62637,0.821091,0.822871,0.793164,0.549543,0.520528,0.568338,0.619959,0.461062,0.484994,0.444323,0.394686,0.079951,0.064192,0.075184,0.050885,0.138815,0.058304,0.061696,0.049007
1.105846,1.311529,1.318035,1.302359,0.624876,0.818387,0.820202,0.790434,0.549604,0.520579,0.568405,0.62004,0.461034,0.484964,0.444301,0.394715,0.079974,0.064111,0.075047,0.050835,0.141304,0.058424,0.061723,0.049266
1.102739,1.308487,1.314968,1.299269,0.623472,0.815707,0.817558,0.787725,0.549659,0.52063,0.568472,0.620117,0.461014,0.484928,0.444284,0.39474,0.079993,0.064045,0.074928,0.050794,0.143871,0.058562,0.06177,0.049546
1.099627,1.305436,1.311891,1.29617,0.622163,0.813055,0.814939,0.785038,0.549704,0.520679,0.568536,0.620189,0.460998,0.484884,0.444271,0.394758,0.080006,0.063988,0.074822,0.050756,0.146516,0.05872,0.061841,0.049849
1.096511,1.302377,1.308805,1.293065,0.620952,0.810432,0.812349,0.782373,0.549737,0.520725,0.568594,0.620254,0.460984,0.484829,0.44426,0.394769,0.080016,0.063934,0.074723,0.050723,0.149237,0.058902,0.061936,0.050177
1.093394,1.299314,1.305713,1.289955,0.619843,0.807842,0.809787,0.77973,0.549758,0.520766,0.568644,0.620312,0.460969,0.484762,0.444248,0.394771,0.080024,0.063881,0.074631,0.05069,0.152034,0.05911,0.062056,0.05053
1.090277,1.296247,1.302618,1.286842,0.618838,0.805288,0.807257,0.777109,0.549765,0.520801,0.568686,0.620363,0.460949,0.484681,0.444233,0.394763,0.080029,0.063825,0.074541,0.050659,0.154906,0.059348,0.062202,0.050909
1.087161,1.293178,1.29952,1.283726,0.617942,0.802773,0.804759,0.774509,0.549759,0.520829,0.568718,0.620406,0.460922,0.484584,0.444214,0.394744,0.080032,0.063764,0.074453,0.050627,0.157852,0.059621,0.062374,0.051316
1.084047,1.290108,1.296422,1.280608,0.617158,0.800301,0.802294,0.771928,0.54974,0.520849,0.56874,0.620441,0.460883,0.484471,0.444187,0.394714,0.080032,0.063698,0.074365,0.050595,0.160871,0.05993,0.062571,0.051751
1.080936,1.287038,1.293323,1.277489,0.616489,0.797876,0.799866,0.769366,0.549708,0.520862,0.568751,0.62047,0.460831,0.484339,0.444148,0.394673,0.080031,0.063625,0.074275,0.050562,0.163962,0.060281,0.062795,0.052215
1.077829,1.28397,1.290225,1.274371,0.61594,0.795501,0.797474,0.766819,0.549665,0.520866,0.568754,0.620492,0.460761,0.484188,0.444095,0.394623,0.080029,0.063545,0.074182,0.050528,0.167124,0.060675,0.063045,0.052708
1.074725,1.280902,1.287128,1.271253,0.615514,0.79318,0.795123,0.764288,0.549611,0.520863,0.568747,0.620507,0.460674,0.484017,0.444024,0.394564,0.080024,0.06346,0.074086,0.050494,0.170355,0.061118,0.063323,0.053233
1.071625,1.277837,1.284033,1.268138,0.615214,0.790917,0.792816,0.76177,0.549549,0.520852,0.568733,0.620517,0.460568,0.483825,0.443931,0.394498,0.080019,0.06337,0.073986,0.05046,0.173656,0.061613,0.063632,0.053789
1.068529,1.274775,1.28094,1.265026,0.615046,0.788716,0.790554,0.759264,0.549479,0.520832,0.568711,0.620521,0.460442,0.483612,0.443814,0.394427,0.080012,0.063275,0.073881,0.050426,0.177025,0.062161,0.063973,0.054381
1.065436,1.271714,1.277848,1.261917,0.615012,0.786581,0.788342,0.756773,0.549404,0.520806,0.568684,0.62052,0.460296,0.483378,0.44367,0.394353,0.080003,0.063177,0.073773,0.050394,0.180462,0.062767,0.064351,0.05501
1.062346,1.268656,1.274759,1.258811,0.615118,0.784516,0.786182,0.754297,0.549326,0.520773,0.568653,0.620515,0.460132,0.483123,0.443497,0.39428,0.079993,0.063076,0.07366,0.050363,0.183966,0.063432,0.064769,0.05568
1.059259,1.2656,1.271672,1.255709,0.615369,0.782525,0.784077,0.751839,0.549246,0.520735,0.568619,0.620506,0.459952,0.482846,0.443295,0.39421,0.079982,0.062973,0.073544,0.050333,0.187536,0.064159,0.06523,0.056396
1.056174,1.262545,1.268586,1.252609,0.615767,0.780611,0.78203,0.749402,0.549166,0.520692,0.568582,0.620496,0.459757,0.482547,0.443062,0.394144,0.079969,0.06287,0.073425,0.050304,0.191172,0.064948,0.065739,0.057162
1.053091,1.259491,1.265501,1.249512,0.616318,0.77878,0.780045,0.746991,0.54909,0.520646,0.568545,0.620485,0.459551,0.482226,0.442799,0.394086,0.079954,0.062766,0.073304,0.050276,0.194871,0.065801,0.066299,0.057985
1.050008,1.256437,1.262418,1.246417,0.617027,0.777034,0.778125,0.74461,0.549017,0.520599,0.568508,0.620475,0.459337,0.481885,0.442504,0.394036,0.079939,0.062664,0.073182,0.050249,0.198633,0.066716,0.066914,0.05887
1.046925,1.253383,1.259335,1.243324,0.617896,0.775377,0.776274,0.742262,0.548951,0.520553,0.568472,0.620466,0.459118,0.481522,0.442179,0.393996,0.079923,0.062564,0.07306,0.050221,0.202453,0.067693,0.067588,0.059822
1.043842,1.250327,1.256252,1.240232,0.61893,0.773812,0.774495,0.739955,0.548893,0.520508,0.568439,0.62046,0.458899,0.48114,0.441821,0.393967,0.079907,0.062466,0.072938,0.050193,0.206328,0.068729,0.068324,0.060846
1.040758,1.24727,1.253169,1.237141,0.620131,0.772343,0.772796,0.737695,0.548844,0.520465,0.568409,0.620457,0.458686,0.480738,0.441433,0.39395,0.079891,0.062371,0.072817,0.050165,0.210254,0.069822,0.069125,0.061948
1.037672,1.244212,1.250085,1.23405,0.6215,0.770973,0.771181,0.735492,0.548805,0.520427,0.568384,0.620459,0.458481,0.480317,0.441015,0.393945,0.079876,0.062279,0.072696,0.050135,0.214223,0.070967,0.069993,0.063132
1.034584,1.24115,1.247002,1.230958,0.623039,0.769707,0.769656,0.733355,0.548777,0.520394,0.568364,0.620464,0.45829,0.479878,0.440569,0.39395,0.079863,0.06219,0.072576,0.050104,0.218228,0.07216,0.070928,0.0644
1.031494,1.238087,1.243918,1.227867,0.624746,0.768548,0.76823,0.731298,0.54876,0.520365,0.568349,0.620475,0.458117,0.479423,0.440097,0.393964,0.079851,0.062105,0.072458,0.050072,0.222259,0.073396,0.071929,0.065757
1.028403,1.235022,1.240834,1.224775,0.626619,0.767501,0.766909,0.729335,0.548754,0.520341,0.568339,0.62049,0.457967,0.478952,0.439603,0.393983,0.079841,0.062024,0.072341,0.050038,0.226304,0.074668,0.072994,0.067203
1.02531,1.231956,1.237751,1.221683,0.628653,0.766574,0.765703,0.727485,0.548757,0.520323,0.568335,0.620509,0.457846,0.478466,0.43909,0.394004,0.079835,0.061945,0.072227,0.050002,0.230352,0.075971,0.074117,0.068739
1.022216,1.228888,1.234668,1.218591,0.630842,0.765775,0.764624,0.725767,0.548769,0.520308,0.568335,0.620532,0.457757,0.477965,0.438561,0.39402,0.079832,0.061868,0.072115,0.049965,0.234384,0.077297,0.075295,0.070364
1.019122,1.225819,1.231586,1.215498,0.633176,0.765117,0.763686,0.724204,0.548787,0.520298,0.56834,0.620559,0.457708,0.477447,0.438016,0.394023,0.079833,0.061792,0.072005,0.049927,0.238382,0.078641,0.076525,0.072078
1.016028,1.22275,1.228505,1.212406,0.635645,0.764615,0.762905,0.722821,0.548809,0.52029,0.568348,0.620587,0.457704,0.476908,0.437455,0.394007,0.079839,0.061717,0.071896,0.049888,0.242326,0.079998,0.077802,0.073876
1.012936,1.219681,1.225424,1.209313,0.638235,0.76429,0.762301,0.721646,0.548833,0.520283,0.568358,0.620617,0.457752,0.476345,0.436874,0.393959,0.079848,0.061642,0.071788,0.049848,0.24619,0.081363,0.079124,0.075751
1.009844,1.216612,1.222345,1.206221,0.640931,0.764165,0.761895,0.720707,0.548858,0.520277,0.56837,0.620647,0.45786,0.475748,0.43627,0.39387,0.079862,0.061567,0.071681,0.049809,0.249947,0.082734,0.080488,0.077697
1.006755,1.213542,1.219265,1.203128,0.643716,0.764269,0.761712,0.720033,0.54888,0.52027,0.568381,0.620675,0.458034,0.47511,0.435636,0.39373,0.07988,0.06149,0.071576,0.049771,0.25357,0.084108,0.081889,0.079701
1.003665,1.210472,1.216184,1.200033,0.646573,0.764632,0.761779,0.719653,0.5489,0.52026,0.568392,0.6207,0.45828,0.474421,0.434965,0.393527,0.0799,0.061413,0.071472,0.049734,0.257027,0.085483,0.083326,0.081752
1.000577,1.2074,1.213103,1.196937,0.649485,0.765285,0.762125,0.719594,0.548913,0.520247,0.568399,0.620722,0.458606,0.47367,0.434247,0.393252,0.079924,0.061334,0.071371,0.0497,0.260287,0.086857,0.084795,0.083835
0.997488,1.204326,1.210019,1.193839,0.652437,0.766258,0.762779,0.719884,0.548921,0.52023,0.568402,0.620738,0.459016,0.472849,0.433473,0.392897,0.079949,0.061255,0.071272,0.049668,0.263321,0.088226,0.086293,0.085935
0.994397,1.201248,1.206933,1.190737,0.655416,0.767579,0.763769,0.720546,0.548922,0.520209,0.568399,0.620749,0.459513,0.471948,0.432635,0.392452,0.079977,0.061175,0.071178,0.04964,0.2661,0.089589,0.087816,0.088035
0.991304,1.198166,1.203843,1.187631,0.658414,0.76927,0.765121,0.721598,0.548915,0.520183,0.568391,0.620754,0.460096,0.470962,0.431724,0.391913,0.080006,0.061095,0.071089,0.049614,0.268601,0.090937,0.089355,0.090117
0.988208,1.195079,1.200749,1.184521,0.661427,0.771349,0.766853,0.723055,0.548902,0.520152,0.568375,0.620753,0.460761,0.469887,0.430735,0.391276,0.080035,0.061015,0.071005,0.049592,0.270803,0.092264,0.090901,0.092163
0.985108,1.191987,1.19765,1.181406,0.664459,0.773826,0.768979,0.724923,0.548882,0.520117,0.568354,0.620747,0.461503,0.468723,0.429665,0.390542,0.080065,0.060937,0.070926,0.049573,0.272691,0.093559,0.092442,0.094151
0.982004,1.188888,1.194546,1.178286,0.667515,0.776701,0.771505,0.727204,0.548858,0.520079,0.568327,0.620736,0.462309,0.467474,0.428516,0.389716,0.080095,0.060861,0.070852,0.049556,0.274257,0.094806,0.09396,0.09606
0.978894,1.185784,1.191436,1.17516,0.670606,0.779966,0.774428,0.729891,0.548831,0.520039,0.568296,0.620722,0.463167,0.466148,0.427292,0.388802,0.080124,0.060787,0.070782,0.049542,0.275494,0.095989,0.095438,0.097868
0.975778,1.182673,1.18832,1.172029,0.673746,0.783605,0.777741,0.732975,0.548801,0.519998,0.568262,0.620704,0.464061,0.46476,0.426004,0.387812,0.080154,0.060716,0.070715,0.04953,0.276402,0.097088,0.096853,0.099555
0.972656,1.179556,1.185198,1.168893,0.67695,0.787599,0.781429,0.736443,0.548771,0.519957,0.568226,0.620685,0.464975,0.463325,0.424662,0.386756,0.080185,0.060649,0.070651,0.049519,0.276983,0.098085,0.098186,0.101099
0.969527,1.176434,1.18207,1.165753,0.680231,0.791923,0.785474,0.740278,0.548742,0.519917,0.56819,0.620665,0.465891,0.461862,0.423283,0.385646,0.080216,0.060585,0.07059,0.049509,0.277242,0.098961,0.099414,0.102485
0.966392,1.173306,1.178939,1.162607,0.683602,0.796553,0.789859,0.744466,0.548716,0.519879,0.568155,0.620646,0.466792,0.46039,0.421883,0.384494,0.080247,0.060526,0.070532,0.049498,0.277188,0.0997,0.10052,0.103697
0.963249,1.170174,1.175802,1.159459,0.687075,0.801466,0.794563,0.748994,0.548694,0.519843,0.568122,0.620629,0.46766,0.458929,0.420479,0.383313,0.08028,0.060471,0.070476,0.049487,0.276829,0.100292,0.10149,0.104726
0.9601,1.167038,1.172663,1.156307,0.690658,0.806641,0.799569,0.753848,0.548677,0.519811,0.568091,0.620615,0.468479,0.457496,0.419089,0.382114,0.080315,0.06042,0.070421,0.049474,0.276175,0.100726,0.10231,0.105563
